# Sentences written for this pack where Tatoeba has fewer than two usable
# sentences for a word. Format: Persian<TAB>English. Formal register, 4-9
# words, pack vocabulary where possible. Reviewed by hand; they ship with
# "src": "gen" and no audio. Append only (line order sets the corpus ids).
بیشتر این مشکلات ناشی از کار زیاد است.	Most of these problems result from too much work.
این کرم برای پوست خشک خوب است.	This cream is good for dry skin.
او فردا در یک کنفرانس علمی صحبت می‌کند.	Tomorrow she speaks at a scientific conference.
زانوی من بعد از فوتبال درد می‌کند.	My knee hurts after football.
پدربزرگم دیگر زانوی خوبی ندارد.	My grandfather no longer has a good knee.
این ساعت قدیمی از نقره ساخته شده است.	This old watch is made of silver.
برادر من یک هنرمند خیلی خوب است.	My brother is a very good artist.
من از آشنایی با شما خیلی خوشحالم.	I am very happy to meet you.
روی لباس او یک نشان طلایی بود.	There was a golden badge on his uniform.
روی کتاب‌ها گرد و خاک نشسته است.	Dust has settled on the books.
بعد از باد، همه جا پر از گرد و خاک بود.	After the wind, everywhere was full of dust.
در این جنگل خرس زندگی می‌کند.	Bears live in this forest.
یک کامیون بزرگ جلوی خانه ایستاده است.	A big truck is standing in front of the house.
بودجه‌ی ما برای این سفر کم است.	Our budget for this trip is small.
رفع این مشکل وقت زیادی می‌برد.	Solving this problem takes a lot of time.
او ساکن یک شهر کوچک در شمال است.	He is a resident of a small town in the north.
صدای مزاحم همسایه نمی‌گذارد بخوابم.	The neighbour's annoying noise won't let me sleep.
یک مرد مزاحم هر روز به من تلفن می‌زند.	An annoying man phones me every day.
هرکس می‌خواهد بیاید، باید زود بیاید.	Whoever wants to come must come early.
ما در کوی دانشگاه زندگی می‌کنیم.	We live in the university quarter.
مردم در این شهر در امان نیستند.	People are not safe in this city.
اتحاد مردم کشور را قوی کرد.	The unity of the people made the country strong.
بافت این نان خیلی نرم است.	The texture of this bread is very soft.
بافت قدیمی شهر هنوز زیبا است.	The old fabric of the city is still beautiful.
میوه‌ها را در یک کیسه‌ی بزرگ گذاشتم.	I put the fruit in a big bag.
من هر روز به مادرم تلفن می‌کنم.	I phone my mother every day.
لطفا فردا صبح به من تلفن کن.	Please phone me tomorrow morning.
یک جنبش جدید در کشور شروع شد.	A new movement started in the country.
او بعد از سفر بیمار شد و به دکتر رفت.	He fell ill after the trip and went to the doctor.
آنها گور پدربزرگ را پیدا کردند.	They found the grandfather's grave.
هوای تهران امروز خیلی آلوده است.	The air in Tehran is very polluted today.
پیوند دوستی ما خیلی محکم است.	The bond of our friendship is very strong.
در صف اتوبوس خیلی منتظر ماندیم.	We waited a long time in the bus queue.
رعایت قانون برای همه لازم است.	Obeying the law is necessary for everyone.
رعایت نوبت در صف مهم است.	Waiting your turn in the queue is important.
پسرم در کلاس ششم درس می‌خواند.	My son studies in the sixth grade.
این خانه ویژگی‌های خوبی دارد.	This house has good features.
پدرم کارمند یک بانک بزرگ است.	My father is an employee of a big bank.
این کار باعث تحریک مردم شد.	This action provoked the people.
تحریک او به دعوا کار درستی نبود.	Provoking him into a fight was not the right thing.
ما هر جمعه یک شام خانوادگی داریم.	We have a family dinner every Friday.
او برای درمان نزد پزشک رفت.	He went to the doctor for treatment.
بچه‌ها تابستان را نزد پدربزرگ ماندند.	The children stayed with their grandfather for the summer.
هیچ تضمینی برای موفقیت وجود ندارد.	There is no guarantee of success.
هیچکدام از دوستانم دیروز به خانه‌ی ما نیامدند.	None of my friends came to our house yesterday.
این کار ریسک زیادی دارد.	This job has a lot of risk.
مرغ ما پنج جوجه دارد.	Our hen has five chicks.
بچه‌ها با جوجه‌ها در حیاط بازی می‌کنند.	The children play with the chicks in the yard.
محاسبه‌ی قیمت نهایی کار سختی نیست.	Calculating the final price is not a hard job.
خاله‌ی من در شیراز زندگی می‌کند.	My aunt lives in Shiraz.
بچه‌ها شکلات را خیلی دوست دارند.	Children like chocolate a lot.
این قالب کیک خیلی بزرگ است.	This cake mould is very big.
خواهرم حامله است و بچه‌اش پسر است.	My sister is pregnant and her baby is a boy.
این گل‌ها مصنوعی هستند و بو ندارند.	These flowers are artificial and have no smell.
تصور من از این شهر اشتباه بود.	My idea of this city was wrong.
وقتی او را دیدم، اشک در چشمانم بود.	When I saw him, there were tears in my eyes.
مادرم با اشک از ما خداحافظی کرد.	My mother said goodbye to us in tears.
ببخشید، دستشویی در کدام طرف است؟	Excuse me, which way is the toilet?
در این فیلم یک هیولای بزرگ زندگی می‌کند.	A big monster lives in this film.
من این رمان را در یک هفته خواندم.	I read this novel in one week.
ادعای او هیچ پایه‌ای ندارد.	His claim has no basis.
پرداخت پول باید تا فردا انجام شود.	The payment must be made by tomorrow.
من مایل هستم با شما کار کنم.	I would like to work with you.
اگر مایل باشید، فردا با هم به سینما برویم.	If you'd like, let's go to the cinema together tomorrow.
این خانه برای ما یک پناه امن بود.	This house was a safe shelter for us.
کشیش در کلیسا برای مردم صحبت کرد.	The priest spoke to the people in the church.
همسایه‌ی ما یک مرد خیلی پولدار است.	Our neighbour is a very rich man.
خبر استعفای مدیر را در روزنامه خواندم.	I read the news of the director's resignation in the paper.
امروز نیامدم چونکه خیلی مریض بودم.	I didn't come today because I was very sick.
یک جنگل گسترده در شمال کشور است.	There is a vast forest in the north of the country.
این پارک برای عموم مردم باز است.	This park is open to the public.
پذیرش او در دانشگاه خانواده را خوشحال کرد.	His acceptance at university made the family happy.
زلزله باعث تخریب خانه‌های زیادی شد.	The earthquake destroyed many houses.
دعوای آن‌ها تا شب ادامه داشت.	Their quarrel went on until night.
فرماندار جدید امروز به شهر ما آمد.	The new governor came to our city today.
روی میز یک لایه‌ی نازک خاک بود.	There was a thin layer of dust on the table.
لطفا این فرم را با دقت پر کنید.	Please fill in this form carefully.
به نظر من این کار هیچ ایرادی ندارد.	In my opinion there is nothing wrong with this.
در این داستان یک اژدهای بزرگ زندگی می‌کند.	A big dragon lives in this story.
بیشتر مغازه‌ها روز جمعه تعطیل هستند.	Most shops are closed on Friday.
فردا همه‌ی مدرسه‌های شهر تعطیل است.	Tomorrow all the city's schools are closed.
بعد از ورزش ران پایم درد می‌کند.	My thigh hurts after exercise.
عید امسال به خانه‌ی مادربزرگ رفتیم.	This holiday we went to grandmother's house.
ناراحتی او به خاطر امتحان بود.	Her upset was because of the exam.
هوا در ماه آبان کمی سرد می‌شود.	The weather gets a little cold in the month of Aban.
گربه دم خود را تکان داد.	The cat wagged its tail.
آن بانو هر روز به این پارک می‌آید.	That lady comes to this park every day.
صاحب این ماشین کجا است؟	Where is the owner of this car?
این اتاق مخصوص بچه‌ها است.	This room is for the children.
ما در بازار محلی میوه‌ی تازه خریدیم.	We bought fresh fruit at the local market.
در این هوای آلوده نمی‌توانم نفس بکشم.	I can't breathe in this polluted air.
لب‌های او از سرما خشک شده است.	Her lips have become dry from the cold.
او همیشه در گوشه‌ی کلاس می‌نشیند.	He always sits in the corner of the classroom.
اکثر مردم این شهر کارگر هستند.	Most people in this city are workers.
لطفا پرده‌ی پنجره را کنار بزن.	Please pull the window curtain aside.
او همه‌ی اتهام‌ها را رد کرد.	He denied all the charges.
به نظر من این یک معجزه‌ی واقعی است.	In my opinion this is a real miracle.
من با همکار جدیدم به رستوران رفتم.	I went to a restaurant with my new colleague.
این نوشته‌ی کوتاه را پدرم نوشته است.	My father wrote this short piece of writing.
موش کوچک در دام افتاد و نتوانست فرار کند.	The little mouse fell into the trap and couldn't escape.
پدربزرگ او سال گذشته در بیمارستان فوت کرد.	His grandfather passed away in hospital last year.
شادی بچه‌ها در روز عید دیدنی بود.	The children's joy on the holiday was a sight to see.
دکتر گفت که هر دو کلیه‌ی او سالم است.	The doctor said both of his kidneys are healthy.
این کیک سه لایه دارد و خیلی خوشمزه است.	This cake has three layers and is very tasty.
یک پیرمرد مهربان در خانه‌ی کناری زندگی می‌کند.	A kind old man lives in the house next door.
داروها را دور از دسترس بچه‌ها بگذارید.	Keep medicines out of children's reach.
ما هر سال در ماه آبان به سفر می‌رویم.	Every year we go on a trip in the month of Aban.
لب او از خنده باز شد.	Her lips opened in a smile.
صدای شادی بچه‌ها از حیاط می‌آمد.	The sound of the children's joy came from the yard.
آن پیرمرد هر روز در پارک قدم می‌زند.	That old man walks in the park every day.
لب‌های من در زمستان خشک می‌شوند.	My lips get dry in winter.
قیمت این بلیت شامل غذا هم هست.	The price of this ticket includes food too.
مادرم نان را با چاقو برید.	My mother cut the bread with a knife.
مادرم کاغذ را با قیچی برید و کارت ساخت.	My mother cut the paper with scissors and made a card.
برادرم در دانشگاه فیزیک می‌خواند.	My brother studies physics at university.
فیزیک درس مورد علاقه‌ی من است.	Physics is my favourite subject.
برادرم موسیقی راک را خیلی دوست دارد.	My brother loves rock music.
من به موسیقی راک علاقه‌ی زیادی ندارم.	I'm not very interested in rock music.
بچه‌ها سرما خوردند و بینی آن‌ها قرمز شد.	The children caught a cold and their noses turned red.
بینی من از سرما قرمز شده است.	My nose has turned red from the cold.
من فردا نمی‌آیم، یعنی کار دارم.	I'm not coming tomorrow, I mean I'm busy.
قدرت این ماشین خیلی زیاد است.	This car's power is very great.
ماه مهر مدرسه‌ها باز می‌شوند.	Schools open in the month of Mehr.
مراسم عروسی آن‌ها در باغ بود.	Their wedding ceremony was in a garden.
کلاس ساعت هشت آغاز می‌شود.	The class begins at eight o'clock.
این اتوبوس برای استفاده‌ی عمومی است.	This bus is for public use.
ما در یک پارک عمومی ناهار خوردیم.	We had lunch in a public park.
او در دانشگاه پزشکی درس می‌خواند.	She studies medicine at university.
این خانه پایه‌ی محکمی دارد.	This house has a solid foundation.
جو جلسه خیلی آرام بود.	The mood of the meeting was very calm.
ارتش یک عملیات نظامی را شروع کرد.	The army started a military operation.
این مجموعه‌ی کتاب را به من هدیه دادند.	They gave me this set of books as a present.
باران عامل اصلی این سیل بود.	Rain was the main cause of this flood.
او خانه‌ی قدیمی را به یک رستوران تبدیل کرد.	He turned the old house into a restaurant.
مادربزرگم می‌گوید بهشت زیر پای مادران است.	My grandmother says heaven lies at mothers' feet.
دولت از کاهش قیمت نان خبر داد.	The government announced a cut in the price of bread.
کاهش باران برای کشاورزها بد بود.	The fall in rain was bad for the farmers.
او از خدا برای گناه خود بخشش خواست.	He asked God to forgive his sin.
این شهر مرکز صنعت کشور است.	This city is the country's industrial centre.
دولت برای ایجاد مدرسه‌های جدید پول داد.	The government gave money to build new schools.
او با عجله وارد کلاس شد.	He entered the class in a hurry.
این گیاه برای حیوان‌ها سم است.	This plant is poison for animals.
تهیه‌ی این غذا دو ساعت وقت می‌برد.	Preparing this dish takes two hours.
از شما خواهش کردم که زود بیایید.	I asked you to come early.
من از دوستم خواهش کردم به من کمک کند.	I asked my friend to help me.
او درک خوبی از ریاضی دارد.	He has a good understanding of maths.
آب این چشمه خیلی پاک است.	The water of this spring is very pure.
فردا یک مصاحبه در تلویزیون دارم.	Tomorrow I have an interview on television.
معلم برای ما تمرین‌های زیادی نوشت.	The teacher wrote many exercises for us.
تولید برنج در شمال کشور زیاد است.	Rice production in the north of the country is high.
گوشی من را روی میز ندیدی؟	Didn't you see my phone on the table?
او گروه را با هدایت خوب به موفقیت رساند.	He led the group to success with good guidance.
برادر ارشد من در خارج زندگی می‌کند.	My eldest brother lives abroad.
دکتر گفت که سرطان او خوب شده است.	The doctor said his cancer has been cured.
پول‌ها را در یک صندوق چوبی نگه می‌داشت.	He kept the money in a wooden box.
او در مهمانی هیچ مشروبی نخورد.	He didn't drink any alcohol at the party.
این چای برای من خیلی شیرین شد.	This tea turned out too sweet for me.
همه‌ی ابزار کار در این جعبه است.	All the work tools are in this box.
پدرش سال‌ها در کار تجارت برنج بود.	His father was in the rice trade for years.
کف آشپزخانه خیس بود و من افتادم.	The kitchen floor was wet and I fell.
او متوجه اشتباه خود نشد.	He didn't notice his mistake.
من سبک لباس پوشیدن او را دوست دارم.	I like his style of dressing.
هزاران نفر در خیابان جمع شدند.	Thousands of people gathered in the street.
او شوخی کرد و همه خندیدند.	He made a joke and everyone laughed.
من هنوز پاسخ سوال شما را نمی‌دانم.	I still don't know the answer to your question.
یک سوار با اسب سفید از دور آمد.	A rider on a white horse came from far away.
او بعد از ترک خانه به شهر رفت.	After leaving home he went to the city.
گفتگوی ما با مدیر خیلی خوب بود.	Our conversation with the manager went very well.
لطفا از در خروج استفاده کنید.	Please use the exit door.
لطفا یک کپی از این نامه برای من بفرستید.	Please send me a copy of this letter.
همه باید از محیط زیست مراقبت کنند.	Everyone must take care of the environment.
ما برای حفظ محیط زیست درخت کاشتیم.	We planted trees to protect the environment.
او پول مردم را برد و به دزدی متهم شد.	He took people's money and was accused of theft.
آن مرد شر را از خانه‌ی ما دور کن.	Keep that evil man away from our house.
مادرم غذا را با روغن کم می‌پزد.	My mother cooks food with little oil.
روغن ماشین را باید هر سال عوض کنی.	You must change the car oil every year.
بعد از غذا شکم من درد گرفت.	After the meal my stomach started to hurt.
این پادشاهی سال‌ها در صلح بود.	This kingdom was at peace for years.
سرهنگ به سربازها دستور داد.	The colonel gave orders to the soldiers.
سرهنگ پیر داستان جنگ را برای ما گفت.	The old colonel told us the story of the war.
او فارسی را خیلی روان صحبت می‌کند.	He speaks Persian very fluently.
جنگ باعث تخریب شهرهای زیادی شد.	The war caused the destruction of many cities.
جلسه ساعت ده صبح آغاز شد.	The meeting began at ten in the morning.
کار زیاد عامل اصلی بیماری او بود.	Too much work was the main cause of his illness.
آب در سرما به یخ تبدیل می‌شود.	Water turns into ice in the cold.
قیمت نان بعد از کاهش دوباره بالا رفت.	The price of bread went up again after the cut.
کاهش قیمت‌ها همه را خوشحال کرد.	The price cut made everyone happy.
او گفت که گناه این کار با من است.	He said the blame for this is mine.
وقتی معلم وارد شد همه بلند شدند.	When the teacher came in everyone stood up.
او دست‌هایش را با آب پاک کرد.	He cleaned his hands with water.
لباس‌هایش را در یک صندوق قدیمی گذاشت.	He put his clothes in an old chest.
پدرم هیچ‌وقت مشروب نمی‌خورد.	My father never drinks alcohol.
او روی کف اتاق نشست و کتاب خواند.	He sat on the floor of the room and read a book.
من متوجه شدم که کیفم را جا گذاشتم.	I realised that I had left my bag behind.
بچه‌ها متوجه آمدن معلم نشدند.	The children didn't notice the teacher coming.
تبدیل این اتاق به دفتر کار ساده بود.	Turning this room into an office was simple.
بعد از ده سال کار، او در این رشته خیلی وارد است.	After ten years of work, he is very experienced in this field.
هوای روستا تمیز و پاک بود.	The village air was clean and pure.
پدرم در عمرش هیچ‌وقت مشروب نخورده است.	My father has never drunk alcohol in his life.
پرچم ایران سه رنگ دارد.	The flag of Iran has three colours.
بچه‌ها با پرچم‌های کوچک به خیابان آمدند.	The children came into the street with small flags.
اهمیت این موضوع برای همه روشن شد.	The importance of this matter became clear to everyone.
معلم درباره‌ی اهمیت خواب با ما صحبت کرد.	The teacher talked to us about the importance of sleep.
نتیجه‌ی امتحان فردا اعلام می‌گردد.	The exam result will be announced tomorrow.
این کتاب سال آینده منتشر می‌گردد.	This book will be published next year.
من خوبم و خانواده‌ام هم همینطور.	I'm fine and so is my family.
تیم ما در این بازی سه امتیاز گرفت.	Our team got three points in this game.
من مخصوصاً غذای مادرم را دوست دارم.	I especially like my mother's cooking.
بچه‌ها مخصوصاً در تابستان زیاد بازی می‌کنند.	Children play a lot, especially in summer.
ما تا انتهای خیابان پیاده رفتیم.	We walked to the end of the street.
اطلاعات بیشتر را در سایت مدرسه ببینید.	See more information on the school's site.
او با ادب زیاد از مهمان‌ها تشکر کرد.	He thanked the guests very politely.
بچه‌ها در کلاس ضرب و تقسیم یاد گرفتند.	The children learned multiplication and division in class.
خاله‌ام برای ما یک کیک بزرگ پخت.	My aunt baked a big cake for us.
